customer_id,amount,txn_time,merchant,txn_type,channel
1038,10513.3,2025-04-18 20:57:55,Uber,transfer,online
1085,19146.92,2025-04-30 20:51:43,Amazon,atm,mobile app
1033,6032.38,2025-01-25 09:31:25,Uber,credit,branch
1043,13315.06,2025-04-20 00:06:19,unknown,atm,online
1081,17893.99,2025-02-05 00:07:39,unknown,debit,mobile app
1066,14775.18,2025-01-02 10:54:06,unknown,atm,online
1093,638.0,2025-01-03 16:08:07,JB HiFi,transfer,branch
1008,4687.37,2025-04-06 18:13:44,Apple,credit,mobile app
1011,12073.73,2025-01-22 18:34:26,Apple,credit,online
1017,19078.3,2025-01-19 20:51:58,Apple,atm,branch
1022,5218.76,2025-02-05 05:44:58,Amazon,atm,mobile app
1041,8457.23,2025-03-22 13:06:48,Woolworths,transfer,online
1052,12844.53,2025-03-17 06:02:39,Woolworths,debit,branch
1036,1708.22,2025-05-07 12:34:01,Amazon,debit,online
1012,2506.0,2025-04-11 16:56:24,Woolworths,debit,mobile app
1071,11143.33,2025-04-03 16:56:38,Amazon,transfer,mobile app
1005,1086.26,2025-02-24 23:15:30,JB HiFi,atm,mobile app
1056,18527.74,2025-01-20 16:48:56,Amazon,transfer,mobile app
1031,8515.37,2025-03-26 08:02:33,Woolworths,transfer,branch
1034,5071.33,2025-03-15 17:24:07,Uber,debit,online
1021,4029.03,2025-04-14 16:08:32,Uber,transfer,branch
1079,14240.19,2025-02-27 21:10:04,JB HiFi,debit,online
1086,17921.2,2025-04-07 19:32:07,Woolworths,credit,online
1014,8523.72,2025-02-01 08:05:47,Apple,atm,mobile app
1097,17938.5,2025-04-08 06:00:55,unknown,transfer,branch
1083,8886.13,2025-01-15 04:46:16,Amazon,transfer,online
1053,3002.6,2025-03-30 21:35:47,JB HiFi,transfer,mobile app
1096,18933.02,2025-05-08 10:05:08,Amazon,transfer,mobile app
1012,23.54,2025-03-23 12:02:46,Apple,debit,branch
1082,9426.67,2025-03-01 10:09:05,Amazon,transfer,mobile app
1093,7672.69,2025-01-24 19:20:01,Amazon,credit,online
1042,8687.1,2025-03-29 02:18:12,Amazon,atm,online
1051,8375.09,2025-02-26 04:48:58,JB HiFi,credit,mobile app
1038,15565.02,2025-04-16 08:55:28,Apple,debit,online
1081,6908.9,2025-03-04 17:05:03,Uber,debit,branch
1060,1492.73,2025-02-06 08:31:19,Apple,credit,online
1030,15232.88,2025-02-09 06:45:00,Woolworths,transfer,online
1000,15877.95,2025-05-06 04:30:37,unknown,atm,mobile app
1025,16590.95,2025-04-04 00:02:39,JB HiFi,atm,mobile app
1064,13780.54,2025-02-12 06:39:37,Apple,transfer,branch
1088,11873.1,2025-05-03 23:00:35,JB HiFi,transfer,online
1050,3777.44,2025-03-29 19:30:04,JB HiFi,transfer,mobile app
1027,6321.17,2025-02-07 11:58:32,JB HiFi,debit,online
1064,9581.28,2025-05-03 10:51:44,Uber,credit,mobile app
1084,15480.67,2025-01-26 03:44:39,Amazon,credit,online
1088,19334.44,2025-05-01 14:36:31,JB HiFi,atm,branch
1091,14936.9,2025-05-04 07:55:44,Uber,transfer,mobile app
1049,13938.55,2025-03-16 01:32:07,Amazon,transfer,branch
1009,8847.74,2025-04-07 10:58:19,Amazon,debit,branch
1007,4452.79,2025-01-20 07:51:42,unknown,atm,online
1001,18394.65,2025-03-29 13:02:45,Amazon,debit,online
1078,6258.52,2025-03-11 11:45:20,JB HiFi,atm,online
1019,18363.45,2025-01-16 16:46:06,Apple,atm,branch
1090,5299.04,2025-03-12 17:14:31,Amazon,credit,mobile app
1009,15485.37,2025-05-07 17:23:37,JB HiFi,debit,online
1011,15693.74,2025-03-19 12:05:44,Woolworths,transfer,online
1041,15575.25,2025-04-07 14:34:38,Apple,atm,mobile app
1046,15740.06,2025-01-10 03:18:21,unknown,transfer,online
1071,8205.41,2025-01-02 00:21:16,unknown,debit,online
1059,9744.77,2025-03-07 20:59:48,Apple,credit,branch
1089,1243.38,2025-03-26 09:09:52,JB HiFi,credit,online
1004,14103.62,2025-03-02 02:01:21,Amazon,atm,online
1076,8470.09,2025-05-08 12:42:41,JB HiFi,atm,mobile app
1094,9630.19,2025-03-13 08:24:56,Amazon,debit,online
1050,19628.97,2025-04-06 12:28:46,Apple,transfer,branch
1039,5910.61,2025-02-16 01:23:11,Woolworths,atm,mobile app
1071,2517.99,2025-03-06 13:03:12,unknown,debit,branch
1100,6167.63,2025-05-06 00:18:26,JB HiFi,credit,online
1020,16947.14,2025-01-25 04:13:46,unknown,atm,mobile app
1018,15321.1,2025-02-10 09:26:06,Woolworths,debit,mobile app
1062,2938.98,2025-05-07 04:56:06,unknown,atm,online
1095,6109.01,2025-02-12 19:45:37,Apple,atm,branch
1037,14653.8,2025-04-03 01:35:24,Uber,atm,branch
1013,3071.96,2025-03-08 02:50:37,Woolworths,atm,branch
1035,2790.28,2025-04-25 06:42:03,Woolworths,credit,branch
1021,1923.16,2025-04-21 04:36:28,Amazon,atm,branch
1095,3653.98,2025-05-06 12:30:33,Amazon,debit,branch
1018,10251.56,2025-04-10 01:37:10,Apple,debit,branch
1068,19498.15,2025-03-16 05:45:15,unknown,debit,branch
1054,3900.62,2025-01-01 03:13:38,Uber,transfer,online
1014,18578.71,2025-01-24 02:41:09,Woolworths,transfer,online
1046,9526.69,2025-02-10 23:46:48,unknown,atm,mobile app
1039,7784.4,2025-04-13 06:22:38,JB HiFi,atm,branch
1003,3290.87,2025-03-15 20:49:26,Apple,atm,online
1042,13973.17,2025-03-09 01:54:29,unknown,atm,mobile app
1099,8875.57,2025-05-03 13:31:36,Woolworths,transfer,branch
1027,10031.41,2025-03-15 23:51:32,Woolworths,credit,mobile app
1004,6010.55,2025-03-02 22:09:46,Woolworths,credit,branch
1020,2564.71,2025-01-19 08:58:42,Apple,credit,online
1017,13657.13,2025-02-14 13:13:36,Apple,transfer,mobile app
1027,7928.68,2025-03-19 10:51:08,Apple,transfer,mobile app
1004,11439.17,2025-03-21 06:03:50,Amazon,transfer,branch
1056,3523.52,2025-02-23 18:32:54,Apple,transfer,mobile app
1043,13131.85,2025-02-18 10:26:47,unknown,credit,mobile app
1098,15828.11,2025-04-30 22:52:02,Woolworths,atm,mobile app
1087,17494.09,2025-04-15 23:21:44,Amazon,transfer,online
1034,3632.41,2025-03-17 03:07:15,Uber,debit,branch
1039,1511.43,2025-01-12 11:59:02,Uber,debit,mobile app
1026,16265.5,2025-05-08 06:25:29,Woolworths,credit,mobile app
1008,4728.31,2025-02-27 11:44:34,unknown,credit,online
1038,19027.62,2025-02-19 08:09:44,Apple,atm,online
1003,3579.36,2025-01-11 02:27:03,Uber,debit,online
1084,3762.77,2025-03-12 14:56:17,Uber,transfer,branch
1100,16248.25,2025-04-08 23:13:40,Amazon,debit,online
1099,11218.71,2025-03-12 12:26:08,unknown,credit,mobile app
1013,16901.21,2025-03-30 22:46:04,Apple,transfer,online
1064,10709.84,2025-03-19 09:16:50,JB HiFi,debit,branch
1037,15431.28,2025-03-17 10:20:48,JB HiFi,credit,branch
1016,12418.9,2025-01-21 07:28:08,Amazon,atm,mobile app
1008,18105.88,2025-04-22 16:36:29,Amazon,credit,mobile app
1054,18061.29,2025-03-15 14:51:35,JB HiFi,transfer,mobile app
1082,19529.76,2025-05-03 20:48:18,Amazon,transfer,branch
1064,3231.92,2025-03-22 15:26:15,Amazon,atm,mobile app
1070,18232.58,2025-03-04 17:14:04,Woolworths,credit,branch
1055,6715.16,2025-03-23 05:11:52,Apple,debit,branch
1053,8465.26,2025-03-15 02:17:46,Woolworths,atm,online
1087,18685.41,2025-03-08 10:36:40,JB HiFi,transfer,online
1064,8436.32,2025-02-16 23:36:05,Woolworths,atm,mobile app
1054,5711.86,2025-05-02 17:48:38,unknown,debit,mobile app
1006,19213.65,2025-01-21 22:36:25,Woolworths,atm,mobile app
1049,19470.64,2025-04-13 11:39:26,unknown,atm,mobile app
1029,5549.65,2025-02-11 06:40:25,unknown,debit,mobile app
1021,3142.06,2025-02-14 00:57:51,JB HiFi,debit,mobile app
1054,3051.94,2025-04-03 16:14:15,Woolworths,atm,branch
1009,6880.84,2025-03-15 22:06:44,Uber,transfer,branch
1052,19284.06,2025-04-14 10:54:28,unknown,credit,branch
1040,845.57,2025-01-22 18:56:00,Apple,transfer,online
1094,7817.62,2025-01-06 00:18:19,JB HiFi,debit,online
1012,12525.32,2025-03-13 10:19:41,unknown,debit,branch
1014,6505.02,2025-03-11 07:34:00,Uber,credit,branch
1026,9735.54,2025-02-10 15:30:31,Amazon,transfer,mobile app
1044,6614.87,2025-03-06 14:35:09,Amazon,transfer,mobile app
1034,18690.28,2025-02-09 19:27:47,Amazon,atm,branch
1008,4272.65,2025-03-14 03:51:52,JB HiFi,debit,mobile app
1098,2769.98,2025-01-23 21:23:33,JB HiFi,transfer,branch
1016,16623.73,2025-01-04 23:29:52,unknown,debit,mobile app
1030,3587.64,2025-04-06 16:58:44,Amazon,transfer,mobile app
1065,5741.59,2025-04-27 13:33:51,JB HiFi,credit,mobile app
1067,2712.81,2025-01-18 17:31:34,Woolworths,debit,branch
1024,6781.65,2025-01-30 03:56:32,Uber,credit,mobile app
1068,16857.34,2025-03-25 14:18:36,Uber,credit,mobile app
1092,1349.34,2025-04-07 13:50:26,Woolworths,transfer,branch
1015,14447.44,2025-04-23 07:46:00,Woolworths,credit,mobile app
1011,15454.92,2025-03-15 23:52:53,Amazon,atm,mobile app
1053,7951.66,2025-01-24 01:29:38,JB HiFi,debit,branch
1079,241.89,2025-02-16 00:50:01,Apple,transfer,mobile app
1006,6863.68,2025-03-14 20:07:36,Woolworths,atm,online
1019,56.68,2025-05-08 05:48:36,unknown,transfer,mobile app
1081,10623.96,2025-04-20 02:13:41,Woolworths,credit,branch
1071,3250.65,2025-02-16 19:14:12,Uber,transfer,online
1098,16163.55,2025-03-17 00:36:59,JB HiFi,atm,branch
1017,10263.95,2025-02-25 08:44:15,JB HiFi,debit,mobile app
1057,7384.73,2025-04-25 22:59:04,Amazon,transfer,branch
1050,7074.23,2025-03-22 21:38:41,Amazon,atm,branch
1002,17396.1,2025-01-12 19:00:56,Woolworths,credit,online
1018,4048.93,2025-03-16 03:00:43,unknown,transfer,mobile app
1065,2082.19,2025-02-20 11:18:08,unknown,credit,online
1042,19210.37,2025-03-15 04:24:51,Uber,debit,branch
1028,17056.36,2025-02-03 02:15:13,Amazon,debit,mobile app
1068,2366.13,2025-04-04 20:40:32,unknown,transfer,branch
1045,3087.8,2025-04-11 17:34:55,JB HiFi,atm,mobile app
1009,14273.93,2025-01-09 05:36:54,Amazon,transfer,mobile app
1048,18919.38,2025-03-17 20:11:34,Uber,credit,mobile app
1039,1597.36,2025-04-17 08:36:01,Apple,transfer,mobile app
1050,290.22,2025-02-01 05:15:01,Uber,atm,mobile app
1044,5439.89,2025-02-16 04:50:58,unknown,atm,mobile app
1037,16462.12,2025-03-07 11:19:20,Uber,atm,online
1048,1972.35,2025-03-04 23:32:26,unknown,credit,mobile app
1088,4916.56,2025-01-23 02:41:33,Woolworths,transfer,online
1078,16380.43,2025-04-21 06:47:06,Apple,transfer,mobile app
1075,5695.24,2025-02-21 23:27:21,unknown,credit,branch
1012,19310.45,2025-02-04 20:21:01,unknown,credit,branch
1065,15605.5,2025-01-13 13:17:07,Amazon,credit,online
1009,5109.46,2025-01-24 19:36:04,Uber,atm,mobile app
1061,17470.24,2025-01-09 15:57:37,Apple,credit,branch
1074,2062.44,2025-05-06 02:56:40,Uber,credit,mobile app
1016,7434.16,2025-01-12 08:44:47,JB HiFi,debit,branch
1013,3887.5,2025-04-20 10:51:59,Apple,credit,branch
1094,13564.41,2025-04-17 08:48:33,Amazon,atm,mobile app
1097,7052.08,2025-04-23 23:22:07,unknown,debit,mobile app
1030,3617.97,2025-05-01 17:31:06,Woolworths,transfer,mobile app
1034,18327.95,2025-02-11 10:29:47,Apple,credit,branch
1082,9320.74,2025-04-28 01:48:35,JB HiFi,atm,online
1012,8149.19,2025-04-24 17:25:04,Uber,transfer,branch
1003,4439.93,2025-02-27 07:13:46,JB HiFi,atm,branch
1004,14809.63,2025-02-04 14:35:51,Amazon,credit,branch
1097,16438.31,2025-03-16 10:23:07,Amazon,credit,online
1035,18505.39,2025-03-07 21:47:09,JB HiFi,atm,branch
1073,2060.28,2025-01-06 23:01:19,Amazon,atm,online
1033,10567.04,2025-01-14 05:30:15,JB HiFi,debit,online
1035,5195.02,2025-01-22 06:06:17,JB HiFi,atm,online
1063,5726.07,2025-02-05 17:12:06,unknown,credit,mobile app
1058,435.55,2025-04-05 19:21:51,Amazon,transfer,branch
1100,11547.1,2025-01-05 14:43:04,JB HiFi,atm,branch
1040,9187.51,2025-02-15 10:58:07,Amazon,atm,mobile app
1017,2999.85,2025-02-15 05:12:43,Amazon,debit,online
1059,4188.55,2025-02-13 12:09:54,Apple,transfer,online
1036,19636.17,2025-01-03 23:31:05,JB HiFi,credit,branch
1018,15769.91,2025-04-28 14:11:55,Amazon,transfer,branch
1047,17024.17,2025-02-19 17:19:28,JB HiFi,credit,online
1093,18557.82,2025-01-01 22:55:52,Woolworths,atm,online
1028,10765.32,2025-03-14 20:21:55,unknown,credit,branch
1082,19993.58,2025-01-24 14:57:40,JB HiFi,credit,online
1020,16454.52,2025-03-31 19:05:20,JB HiFi,debit,online
1064,1644.3,2025-01-28 21:20:43,Amazon,debit,mobile app
1091,9761.01,2025-05-05 05:25:49,unknown,transfer,online
1014,10139.4,2025-02-02 21:15:31,Amazon,transfer,branch
1007,9675.23,2025-03-13 10:44:42,JB HiFi,atm,online
1019,3730.7,2025-01-28 03:53:56,Uber,transfer,branch
1074,17928.78,2025-03-21 17:50:18,JB HiFi,atm,branch
1012,4728.12,2025-05-02 16:45:22,Woolworths,debit,mobile app
1004,16099.71,2025-01-29 11:21:16,Woolworths,credit,mobile app
1078,6682.17,2025-03-17 18:15:19,Amazon,credit,mobile app
1048,11311.13,2025-05-01 05:46:34,JB HiFi,debit,online
1065,8178.58,2025-03-21 12:43:05,Uber,transfer,mobile app
1011,16207.85,2025-02-15 17:12:11,Uber,debit,mobile app
1011,15829.24,2025-03-16 16:01:54,JB HiFi,transfer,online
1053,2917.71,2025-04-09 22:20:05,Uber,debit,branch
1023,742.24,2025-01-26 07:28:59,JB HiFi,transfer,online
1044,1964.54,2025-03-07 15:08:14,Uber,atm,online
1007,3596.48,2025-02-04 19:00:18,unknown,atm,mobile app
1085,5428.27,2025-02-02 22:54:44,Woolworths,atm,online
1022,14163.18,2025-04-12 22:19:26,unknown,credit,mobile app
1050,2939.36,2025-04-14 13:06:52,Woolworths,credit,branch
1100,15592.19,2025-04-25 09:22:42,Uber,credit,online
1074,12677.6,2025-04-05 11:16:06,Uber,transfer,branch
1027,1823.44,2025-05-08 00:15:49,Woolworths,transfer,branch
1031,18989.71,2025-05-08 07:22:11,Amazon,credit,branch
1100,2659.19,2025-04-25 15:21:57,Uber,credit,online
1043,11431.83,2025-01-07 01:40:36,Amazon,atm,online
1085,8933.84,2025-03-30 14:52:48,Uber,atm,branch
1087,9177.55,2025-04-10 18:02:33,Amazon,credit,online
1018,14590.43,2025-03-14 06:46:44,Woolworths,debit,branch
1039,14411.78,2025-02-03 04:18:03,Apple,atm,online
1073,18795.9,2025-01-12 21:24:36,unknown,debit,online
1094,12740.37,2025-02-17 14:41:18,Amazon,credit,branch
1048,16223.51,2025-02-24 20:27:08,unknown,credit,mobile app
1098,14936.35,2025-02-14 06:58:35,JB HiFi,atm,online
1093,8228.25,2025-03-03 08:51:09,unknown,transfer,branch
1070,14437.19,2025-01-30 17:57:07,Amazon,transfer,online
1060,9230.31,2025-05-05 18:46:23,Woolworths,transfer,mobile app
1090,5862.89,2025-04-02 17:57:46,JB HiFi,transfer,mobile app
1039,5042.95,2025-01-30 01:14:19,Amazon,transfer,online
1017,13856.79,2025-03-23 05:47:35,Uber,transfer,branch
1010,1774.28,2025-04-11 04:07:52,Apple,atm,mobile app
1075,18990.5,2025-01-29 11:37:22,Amazon,atm,online
1043,15477.39,2025-01-04 14:43:17,Amazon,atm,mobile app
1019,9397.5,2025-03-10 06:36:30,unknown,transfer,branch
1002,10463.07,2025-04-02 17:24:06,Apple,transfer,online
1003,5114.77,2025-02-23 13:15:56,Woolworths,debit,branch
1052,13916.52,2025-04-15 07:21:21,Uber,transfer,mobile app
1060,3458.21,2025-03-16 05:16:01,Woolworths,debit,branch
1048,11711.22,2025-04-25 15:45:16,JB HiFi,debit,mobile app
1032,13998.93,2025-04-15 14:43:47,Uber,transfer,mobile app
1027,16358.51,2025-05-04 17:37:42,Amazon,transfer,online
1084,14924.93,2025-01-03 07:11:27,Apple,transfer,branch
1032,19542.22,2025-02-05 01:34:17,Woolworths,atm,mobile app
1041,798.35,2025-03-11 01:09:41,JB HiFi,debit,mobile app
1098,19284.34,2025-01-09 14:54:43,Woolworths,transfer,online
1059,11393.68,2025-02-04 07:07:20,Amazon,transfer,online
1087,5204.19,2025-02-19 21:45:15,unknown,transfer,branch
1053,10428.12,2025-01-11 05:22:46,JB HiFi,transfer,online
1043,8598.16,2025-01-31 15:34:38,Woolworths,atm,branch
1072,5428.47,2025-05-04 02:12:11,Apple,credit,online
1055,11692.31,2025-01-26 10:54:22,Uber,atm,branch
1029,9852.11,2025-01-21 13:21:54,Amazon,debit,mobile app
1066,243.61,2025-02-28 17:36:49,Amazon,debit,branch
1027,16520.28,2025-01-13 13:37:24,Amazon,transfer,online
1010,15810.18,2025-01-14 02:24:08,Apple,atm,online
1011,7363.55,2025-04-03 07:48:26,Woolworths,credit,mobile app
1064,3601.05,2025-01-04 10:18:05,JB HiFi,credit,mobile app
1055,6857.71,2025-02-27 21:54:25,unknown,credit,online
1000,9455.9,2025-03-09 17:50:11,Woolworths,debit,online
1080,6837.6,2025-03-28 02:51:54,unknown,debit,online
1043,675.66,2025-04-08 18:11:43,Apple,atm,online
1039,5170.0,2025-03-27 16:39:47,Amazon,transfer,branch
1054,11561.0,2025-01-28 15:44:37,Amazon,debit,mobile app
1078,12359.5,2025-01-23 01:09:59,Woolworths,debit,mobile app
1085,14939.46,2025-04-20 06:39:56,unknown,atm,branch
1015,19339.07,2025-01-12 19:32:40,unknown,atm,branch
1013,7209.47,2025-02-04 03:59:12,Uber,debit,branch
1058,9841.03,2025-01-28 16:59:57,Amazon,credit,mobile app
1077,6560.88,2025-03-03 19:39:49,Amazon,transfer,mobile app
1055,2027.58,2025-01-16 19:14:10,Apple,atm,branch
1043,18979.26,2025-03-11 08:49:40,Apple,credit,mobile app
1060,7352.97,2025-01-27 02:51:57,unknown,credit,branch
1009,11231.14,2025-04-21 09:33:49,Uber,transfer,mobile app
1098,5518.06,2025-01-15 16:26:15,Apple,transfer,online
1031,1340.13,2025-01-25 13:39:43,Uber,debit,online
1059,5026.06,2025-03-23 17:09:58,Amazon,transfer,branch
1033,4114.1,2025-03-04 04:59:22,Woolworths,debit,mobile app
1025,1689.39,2025-03-05 04:58:20,JB HiFi,credit,mobile app
1036,5285.08,2025-03-28 02:29:45,Amazon,transfer,online
1033,1660.53,2025-03-30 10:52:57,Uber,credit,branch
1048,12114.42,2025-04-26 11:05:33,Apple,credit,online
1017,1160.21,2025-01-27 23:39:00,unknown,debit,branch
1048,16024.36,2025-05-02 05:57:44,unknown,atm,mobile app
1085,7166.63,2025-05-06 08:59:32,Uber,debit,online
1048,13271.02,2025-02-22 19:32:56,Amazon,transfer,online
1096,17386.86,2025-02-06 11:26:19,unknown,credit,mobile app
1061,915.23,2025-02-24 12:08:48,Apple,transfer,branch
1078,7924.52,2025-03-17 05:07:01,Uber,debit,mobile app
1014,17852.39,2025-02-06 07:28:52,Woolworths,transfer,online
1024,6759.64,2025-04-28 13:04:23,Amazon,credit,mobile app
1008,11599.41,2025-04-22 07:46:00,unknown,atm,branch
1066,965.03,2025-03-08 04:35:54,unknown,transfer,online
1059,2400.84,2025-02-14 18:57:03,Uber,atm,mobile app
1049,3198.58,2025-04-02 04:18:39,Woolworths,credit,mobile app
1077,5050.97,2025-04-04 10:22:40,Woolworths,credit,mobile app
1032,16452.09,2025-01-23 06:23:01,Amazon,transfer,mobile app
1013,14789.54,2025-04-13 02:27:31,Woolworths,debit,mobile app
1084,14059.86,2025-02-14 23:40:09,unknown,atm,branch
1006,16153.75,2025-03-19 18:07:45,Amazon,transfer,online
1074,17911.53,2025-04-19 11:32:34,Woolworths,transfer,mobile app
1085,13947.59,2025-02-24 07:27:08,Woolworths,credit,online
1078,7615.95,2025-02-17 19:53:01,Apple,debit,branch
1099,13538.87,2025-01-01 00:20:55,Woolworths,atm,branch
1017,2370.17,2025-04-27 15:10:49,unknown,credit,branch
1100,585.7,2025-05-03 12:48:17,Woolworths,atm,mobile app
1099,142.29,2025-04-08 07:32:59,Apple,debit,mobile app
1075,622.19,2025-02-21 06:07:07,Woolworths,atm,online
1077,11989.03,2025-02-27 14:47:22,Amazon,atm,online
1047,11644.99,2025-04-16 23:42:40,Apple,atm,branch
1074,13347.91,2025-01-21 23:49:10,unknown,credit,online
1084,6507.36,2025-04-17 02:38:15,JB HiFi,credit,mobile app
1017,4137.97,2025-03-31 07:27:15,Uber,transfer,online
1015,2902.0,2025-04-17 21:54:55,JB HiFi,credit,mobile app
1082,13254.76,2025-04-01 08:01:32,Uber,credit,mobile app
1030,3842.16,2025-04-11 11:40:47,JB HiFi,debit,mobile app
1019,6793.96,2025-04-25 21:35:13,Woolworths,atm,online
1079,4463.21,2025-02-13 13:00:20,unknown,debit,online
1040,19802.33,2025-04-24 10:05:20,JB HiFi,atm,branch
1081,2302.54,2025-04-03 06:57:45,JB HiFi,credit,online
1045,9593.85,2025-02-05 11:35:35,Amazon,transfer,online
1080,16392.59,2025-04-16 06:27:25,Amazon,atm,mobile app
1037,1521.49,2025-03-30 05:32:39,Uber,credit,online
1073,6462.07,2025-03-23 00:57:32,Woolworths,transfer,mobile app
1066,18509.09,2025-01-04 22:13:41,JB HiFi,atm,mobile app
1059,7860.61,2025-01-28 03:38:28,Woolworths,transfer,branch
1069,17855.68,2025-01-25 05:35:27,Apple,debit,online
1015,11157.86,2025-03-01 19:56:59,JB HiFi,debit,branch
1092,9735.22,2025-01-30 11:00:22,Apple,atm,mobile app
1088,11495.13,2025-01-28 02:31:56,Uber,credit,online
1027,8192.61,2025-03-27 04:18:10,JB HiFi,atm,online
1028,16822.9,2025-03-23 17:02:09,unknown,atm,online
1081,4724.75,2025-01-29 22:09:27,Amazon,atm,online
1051,14374.18,2025-03-28 06:36:00,Apple,atm,branch
1024,18243.24,2025-03-24 11:30:11,Apple,atm,mobile app
1087,12930.68,2025-02-21 17:18:41,Amazon,credit,mobile app
1046,18956.61,2025-02-02 23:15:42,unknown,atm,mobile app
1080,10688.62,2025-01-20 17:50:19,Uber,credit,online
1074,12912.41,2025-02-04 11:06:45,JB HiFi,atm,online
1079,9216.24,2025-02-15 13:46:11,Woolworths,transfer,online
1049,7887.61,2025-01-14 20:08:49,Amazon,atm,online
1042,16147.72,2025-04-03 06:27:22,Uber,debit,mobile app
1023,12409.78,2025-04-04 11:24:37,Uber,atm,online
1045,13113.91,2025-01-29 01:48:55,Amazon,transfer,mobile app
1047,3112.27,2025-02-27 11:52:15,Amazon,debit,online
1001,19874.3,2025-04-21 08:57:23,Amazon,atm,online
1061,6336.28,2025-05-08 16:42:25,Amazon,transfer,branch
1055,4831.07,2025-01-09 09:03:39,Woolworths,credit,mobile app
1007,845.53,2025-02-22 22:35:13,Uber,debit,branch
1095,13032.05,2025-02-08 10:51:00,Amazon,debit,online
1035,1490.52,2025-02-07 16:28:31,unknown,credit,online
1080,17377.12,2025-02-15 03:19:06,Amazon,debit,mobile app
1007,9944.58,2025-01-30 20:33:13,Apple,credit,branch
1099,1524.35,2025-01-25 13:58:47,Apple,credit,branch
1094,2336.56,2025-01-22 19:43:21,unknown,atm,online
1021,352.02,2025-01-30 16:02:28,Uber,credit,online
1085,3500.85,2025-05-01 17:45:06,unknown,credit,branch
1058,9642.87,2025-04-10 01:46:02,JB HiFi,credit,branch
1066,13658.77,2025-02-04 00:24:02,unknown,transfer,mobile app
1082,14529.71,2025-05-08 04:30:59,unknown,debit,online
1004,15182.44,2025-01-22 16:58:30,Woolworths,atm,mobile app
1077,5026.03,2025-01-31 03:35:12,Amazon,debit,mobile app
1032,6689.43,2025-01-07 01:08:17,JB HiFi,debit,online
1014,17562.6,2025-02-04 06:22:24,JB HiFi,transfer,online
1100,6954.14,2025-02-15 02:48:47,Uber,credit,branch
1079,2335.77,2025-04-07 18:45:55,Apple,credit,branch
1039,660.66,2025-01-22 21:04:17,Amazon,atm,mobile app
1098,5676.08,2025-03-26 18:55:52,unknown,atm,branch
1080,1838.02,2025-01-01 17:38:05,unknown,debit,online
1081,6895.01,2025-05-02 22:55:37,Woolworths,atm,branch
1004,5639.9,2025-04-11 22:10:40,JB HiFi,atm,branch
1008,14709.58,2025-01-26 15:35:01,unknown,debit,online
1084,12487.77,2025-03-13 13:58:01,JB HiFi,debit,mobile app
1058,6951.21,2025-02-11 19:46:41,JB HiFi,atm,online
1024,5573.68,2025-01-22 06:42:57,Amazon,credit,mobile app
1063,5360.79,2025-05-04 21:09:08,Apple,debit,mobile app
1086,14281.06,2025-02-17 20:17:13,Apple,credit,mobile app
1007,563.82,2025-01-05 05:19:40,JB HiFi,transfer,mobile app
1082,5987.24,2025-03-27 16:27:29,JB HiFi,atm,online
1006,1827.22,2025-01-27 12:21:34,Woolworths,debit,branch
1066,9201.43,2025-01-15 14:52:19,Apple,transfer,mobile app
1000,10071.7,2025-02-09 22:50:22,Uber,debit,branch
1060,9818.61,2025-01-25 14:25:55,Woolworths,credit,branch
1078,535.42,2025-03-22 22:53:18,Apple,atm,mobile app
1061,6773.63,2025-01-03 18:41:10,unknown,transfer,branch
1062,5189.82,2025-02-07 21:23:34,Uber,credit,branch
1092,15259.66,2025-02-09 20:43:42,Woolworths,atm,online
1040,1507.96,2025-04-10 16:40:01,Uber,atm,mobile app
1023,13800.91,2025-02-13 14:34:12,Amazon,credit,mobile app
1055,2005.53,2025-01-04 05:51:04,Apple,atm,mobile app
1067,8532.89,2025-01-07 18:43:01,Amazon,atm,mobile app
1075,17270.39,2025-04-18 13:05:44,Woolworths,atm,branch
1075,12222.42,2025-04-03 12:09:26,unknown,transfer,mobile app
1035,16116.1,2025-04-11 03:54:11,JB HiFi,credit,online
1034,3566.08,2025-02-25 04:42:58,JB HiFi,transfer,mobile app
1051,1016.28,2025-04-30 10:32:18,Uber,credit,mobile app
1063,2988.59,2025-03-19 12:32:15,Uber,credit,online
1040,15310.42,2025-01-02 19:54:11,Apple,transfer,branch
1005,5720.36,2025-02-01 23:25:58,Woolworths,debit,branch
1001,4037.06,2025-03-22 23:42:02,Amazon,credit,mobile app
1093,7705.13,2025-04-11 01:50:43,Woolworths,atm,branch
1050,5226.4,2025-01-10 16:52:20,JB HiFi,atm,online
1063,10390.8,2025-04-19 09:22:26,Apple,debit,mobile app
1086,6035.43,2025-04-29 16:15:30,unknown,debit,mobile app
1087,10024.47,2025-02-22 06:53:20,unknown,atm,branch
1087,18215.8,2025-04-02 21:26:55,Uber,debit,branch
1010,9697.11,2025-03-06 01:52:03,Woolworths,credit,mobile app
1000,342.18,2025-01-28 20:19:37,Uber,credit,branch
1012,14033.26,2025-02-25 16:16:27,Amazon,atm,mobile app
1064,19564.92,2025-02-11 15:00:30,unknown,debit,mobile app
1071,8210.79,2025-02-13 10:24:30,JB HiFi,atm,branch
1051,1864.29,2025-01-25 10:45:58,Uber,credit,mobile app
1083,2247.2,2025-01-28 15:28:41,unknown,debit,online
1023,4739.9,2025-04-06 17:24:19,unknown,credit,mobile app
